부스번호,업체명,특별관,카테고리,id,company_name_eng,homepage,company_description,products,products_description,category
B4414,꼬루인터내셔널,고메,일반식품,607,"Ccoru International Co., Ltd.",https://ccoru.com,"음식을 디자인하는 꼬루 인터내셔널은 우리나라 지역 특색의 이야기를 담아 전통을 지키며 우리만의 방식으로 한국 디저트를 전 세계에 알리고자 합니다.

달빛이 채워지는 보름달을 바라보며 소원을 비는 예전 선조들의 모습에서 영감을 받아 선물하고자 하는 사람의 진심을 채운다는 의미의 ‘달빛채운’을 선보이려 합니다. 

제주도 도련동의 귤, 문경새재 문경의 개똥쑥, 고창 선운산의 복분자와 같이 각 지역의 로컬푸드를 활용해 스토리를 담고 감성을 불어넣어 전통 디저트를 채우고자 패키지를 제작하였습니다.

K-콘텐츠가 글로벌 시장에서 확산되고 있는 지금, 꼬루 인터내셔널은 콘텐츠 문화 지원을 활용한 마케팅으로 해외 시장을 개척하고 디저트 문화를 전 세계에 알리는 선두 기업이 될 것 입니다.",따꿈먹태깡,"엄선된 황태를 다듬어 특제 소스로 버무려 오븐에 구운 먹태깡은 바삭함의 늪에 빠져나오지 못하는 수제 디저트입니다. 
5가지 맛의 먹태깡은 고소한 맛과 불닭같은 매콤한 맛, 알싸한 와사비 맛으로 낮엔 아이들 간식, 밤엔 술안주로 큰 관심을 받고 있습니다.
과자가 아닌 수제 먹태깡은 화학 첨가물 없이 만들어지며 기름에 튀기지 않고 오븐에 구워 만들어져 더욱 담백하고 영양까지 생각한 건강한 맛의 수제 간식입니다.
","간식/스낵류 (과자류, 칩, 견과류, 캔디류, 전통간식, 건조간식, 안주류 외)"
B3604,페이퍼플랜,,일반식품,559,paperplan,https://smartstore.naver.com/flant,"주식회사 황금에프앤비는 대한민국 대표 길거리 간식 ‘황금잉어빵’을 최초로 개발한 기업으로, 국내 최대 규모의 일반 HACCP 인증 반죽 생산 시설을 보유하고 있습니다. 철저한 품질 관리와 안정적인 공급망을 기반으로 전국 각지의 고객에게 신뢰받는 식품 기업으로 성장해왔습니다.
 자회사인 주식회사 페이퍼플랜은 샌드위치, 크로플 등 다양한 완제품 간식을 직접 제조·유통하며, 자체 온라인 유통 채널을 운영하고 있습니다. 소규모 판매자부터 대형 유통망까지 폭넓게 연결하며, K-간식 생태계의 든든한 후방 허브로 성장하고 있습니다.
 황금에프앤비와 페이퍼플랜은 K-베이커리 문화의 세계화와 지속가능한 간식 산업의 발전을 목표로, 전통을 계승하면서도 끊임없이 변화하는 입맛과 소비 트렌드에 맞춰 끊임없이 도전하고 있습니다.",황금잉어빵,"1999년 이후 20년간 대한민국의 겨울, 길거리 간식을 책임져 온 황금잉어빵입니다.
추운 날이 오면 길거리에서 가장 먼저 찾게 되는, 잉어빵과 붕어빵을 소개합니다.","디저트/베이커리 (케이크, 푸딩, 빵/제과류, 초콜릿, 요거트/유제품 외)"
A4207,한국에스지에스,,일반식품,557,SGS Korea,www.sgsgroup.kr/,"SGS Korea는 검사, 시험, 검정 및 인증서비스 분야의 선도 기업으로서 농산물, 광물, 소비자 상품, 식품, 환경, 오일 및 가스, 화학물질, 제조업 및 산업기계, 건설부문까지 폭 넓은 분야의 서비스를 제공하고 있습니다.",식품 시험분석,"SGS Korea는 식품의 안전성과 품질을 보장하고 국제 기준을 준수하기 위해 종합적인 식품 시험분석 서비스를 제공합니다. 당사의 솔루션에는 미생물 시험, 화학 분석, 영양 성분 표시, 규제 준수 시험 등이 포함되며, 식품 제조업체와 수출업체가 안전하고 고품질의 제품을 소비자에게 제공할 수 있도록 지원합니다.",
B3502,주식회사 나리스솔루션,,일반식품,556,"Naris Solution Co., Ltd.",https://mrviet.kr/,"미스터비엣은 베트남 프리미엄 커피 브랜드입니다.

미스터비엣(Mr.viet)은 화학비료를 사용하지 않고 키운 베트남 현지 자연 그대로의 원두를 농부들에게 직접 구매해 로스팅합니다.
신선한 커피 원두를 제공하기 위해 소량으로 주문하고 로스팅 된 원두를 48시간 이내로 제조 및 포장하기 때문에 신선함을 그대로 담아 풍미가 매우 뛰어 납니다. 
또한 Mr.Viet은 ISO 22000, HACCP 인증을 받은 안전하고 위생적인 베트남 현지 제조 공장에서 생산됩니다.
베트남 현지 그대로의 맛과 향을 담은 원두, 언제 어디서나 간편하게 즐길 수 있는 인스턴트 커피까지 베트남 커피의 진수를 맛 볼 수 있습니다.",미스터비엣 베트남 코코넛 커피,베트남 현지 그대로의 맛을 느낄 수 있는 진한 코코넛향의 인스턴트 커피믹스,"수입 음료/주류 (수입 커피, 차, 주스, 탄산음료, 에너지 드링크, 각종 주류 외)"
B5412,서가농업회사법인,고메,일반식품,554,seoga,https://seoga.co.kr/,"궁중의 마음을 잇다
서가는 궁중의 마음을 잇습니다
엄선된 재료만을 사용해 100시간의 정성을 들여 궁중의 마음이 깃든 전통간식을 만듭니다.
궁중에서는 가장 귀한 재료로 온 정성을 다해 수라상을 차렸습니다.
임금에게 올리던 상이었던 만큼 처음부터 끝까지 허투루 만드는 부분이 없었습니다.
서가는 그 발견을 통해, 임금님이 드시던 정과 그대로를 전달하고자 노력합니다.
깨끗한 재료와 대대로 이어진 제조방법만을 사용해 전통간식을 만듭니다.
",도라지정과,서가는 궁중의 마음을 잇습니다. 엄선 된 국산 재료만을 사용해 100시간의 정성을 들여 궁중의 마음이 깃든 전통 간식을 만듭니다. 도라지정과는 한국 고유 간식으로 고려시대부터 명절이나 잔치에 먹던 귀한 간식입니다. 서가 콩고물 도라지정과는 국산 도라지와 서가만의 독특한 5단계 제조공법을 통해 100시간 동안 만든 도라지정과에 직접 로스팅 한 백태 가루를 더하여 만들었습니다. 쫀득한 식감과 고소하고 달콤한 맛이 매력적입니다. ,"간식/스낵류 (과자류, 칩, 견과류, 캔디류, 전통간식, 건조간식, 안주류 외)"
A2502,부강,,일반식품,553,BUKANG,http://blog.naver.com/p3kas27c,일본 마쓰야미소 수입 및 기타 가공식품 유통전문 업체입니다. ,마쓰야아와세미소,일본 된장으로 한국에서 장국으로 많이 사용함.,"수입 일반 가공식품 (수입 캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
A3301,에쓰푸드 주식회사,,일반식품,552,SFOOD,https://www.medisola.co.kr/,"푸드케어 브랜드 메디쏠라는 대학병원 의료진, 임상 영양전문가, 식품전문가, AI 전문가가 함께 임상 중재 연구 및 SCI급 논문 등재를 기반으로 신뢰할 수 있는 솔루션을 제공한다. 일상 속 건강 관리를 시작하는 건강 케어식에서 질환이 걱정될 때 관리하는 질환케어식까지 다양한 건강 관리 요구를 과학적 근거와 정밀한 영양 설계를 통해 한 끼 식사로 구현하는 점이 특징이다. 메디쏠라의 모든 식단은 한국인에 최적화된 영양 설계로 △탄:단:지=5:2:3 △오메가-3:오메가-6=1:8 이하 포함 비율 △메뉴 평균 400kcal의 정량을 지켜 생산한다.",저당밸런스,"메디쏠라 저당밸런스 식단의 가장 큰 장점은 영양, 의료, 식품 각 분야 전문가들의 노하우로 설계된 영양소가 균형 잡힌 한 끼 식사로 담겨있다는 점이다. 임상중재 등을 통해 마련한 데이터 근거를 바탕으로 탄수화물·단백질·지방의 열량 대비 비율을 한국인에 맞는 5:2:3의 비율로 맞추고, 메뉴 평균 400kcal 대, 전 메뉴 저당 설계 등 영양설계를 반영했다. 한 끼 식사만으로도 지속적인 영양관리가 가능하다.","케어푸드 (고령친화식품, 환자식, 요양식, 특수영양식 외)"
A1101,(주)로뎀푸드,,일반식품,550,RODEMFOOD,www.rodemfoodshop.com/,"(주)로뎀푸드는 
1998년 신선죽 전문 생산기업으로 시작하여 
차별화된 맛과 품질로 인정받으며 
ODM(생산자 개발 방식), OEM(주문자 상표 부착방식) 
비즈니스를 폭넓게 확장해가고 있습니다","떡볶이, 떡범벅, 찰바",전자레인지 조리로 간편히 조리해 먹을수있으며 냉동 유통기한 1년이라 보관 용이.,"간편식품 (HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
B2102,(주) 푸드커넥트,,일반식품,548,FOOD CONNECT,https://teawithme.co.kr,"(주)푸드커넥트는 청주와 제천에 본사와 공장을 두고 있는 차 제품 전문 기업입니다. 브랜드 티위드미의 주력 제품인 티백형 100% 유자차를 비롯하여 유자쌍화차, 매실스윗티, 유자스윗티 등 다양한 차 제품을 개발하며 건강 음료 시장에서 입지를 넓혀가고 있습니다.

티위드미는 물과 함께 즐길 수 있는 건강한 차 제품 개발에 주력하고 있습니다. 이를 통해 수분 섭취와 건강 기능성을 함께 제공하여 바쁜 현대인들의 건강한 생활 습관 형성에 기여하고자 합니다. 앞으로도 소비자 니즈를 반영한 혁신적인 제품 개발과 지속 가능한 경영으로 건강한 음료 문화를 선도하는 기업으로 성장해 나갈 것을 약속드립니다.",순수유자즙," 유자 원물을 무려 60% 착즙하여 유자의 향긋한 향과 맛을 그대로 살리고 
풍부한 비타민과 대체 당으로 칼로리를 줄여 혈당 스파이크 걱정이 없이 
건강하게 즐길 수 있는 순수유자즙 입니다.","음료 (커피, 차, 주스, 탄산음료, 에너지 드링크, 이온음료 외)"
S1306,농업회사법인 술빚는호랑이 주식회사,주류라운지,일반식품,546,Horangi Meadery,https://smartstore.naver.com/horangmead,술빚는호랑이는 남양주시의 맑은 자연에서 나온 벌꿀로 자연을 담은 내츄럴 와인 만듭니다.,호피홉,"Sweet Honey & Aromatic Hop 
신선한 홉의 향은 마치 꽃이 만발한 들판, 울창한 숲속을 연상케 합니다. 이어지는 달콤함은 자연스레 미소를 번지게 합니다. 이 달콤하면서 향긋한 호피홉의 한 잔을 통해 즐거움과 행복이 전해집니다. 사랑하는 사람들과 함께, 또는 혼자서 즐겨도 특별한 순간이 되는 호피홉은 새로운 희망을 품듯, 기분 좋은 여운이 이어집니다.","주류 (전통주, 맥주, 포도주, 위스키, 칵테일, RTD, 저/무알콜 외)"
B4411,더 더치 치즈앤네이처,고메,일반식품,545,The Dutch cheese & nature,thedutchkr,네덜란드 프리미엄 치즈 브랜드,더 더치 고다 XO,2년 이상 장기숙성시킨 네덜란드 Noord Holland Gouda 치즈로 뛰어난 밸런스와 진한 풍미가 일품,"수입 일반 가공식품 (수입 캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
S1203,제주곶밭 농업회사법인 주식회사,주류라운지,일반식품,543,jeju gott batt,www.jejugottbatt.com,제주곶밭 브루어리는 파치(못난이 농산물)에 발효기술을 더해 제주도의 맛과 향을 담은 가향주를 빚습니다. 철마다 나는 다양한 농산물을 활용한 전통주를 통해 제주도에 대한 공감각적이고 깊이 있는 식경험을 전하고자합니다.,제주 리몬첼로,'제주 리몬첼로는 인공 향료나 색소 없이 오직 천연 레몬의 향과 색을 담은 레몬 리큐르입니다.,"주류 (전통주, 맥주, 포도주, 위스키, 칵테일, RTD, 저/무알콜 외)"
B4504,(주)이야이야앤프렌즈,고메,일반식품,539,yiayiaandfriends,yiayiaandfriends.co.kr,"iayia는 그리스어로 할머니라는 뜻입니다. 할머니의 방식을 그대로 따라 자연의 재료를 통해 건강한 식품을 만드는
Yiayia and friends는 그리스 전통의 우수한 품질의 식품과 요리도구를 재해석하여 현대적인 방식으로 재탄생 시킨 브
랜드입니다.", 엑스트라버진 올리브오일,"Yiayia and friends는 땅이 줄 수 있는 최고의 제품만 선정하였습니다. 식품 라인을 개발하기 이해 지중해 한가운데에
있는 그리스 남부 Crete에서 소규모 가족 농장과 생산자를 찾았고, 지중해 식단의 기본 성분인 엑스트라 버진 올리브
오일을 중심으로 구성했습니다.
제품의 원료인 올리브는 올리브의 여왕이라는 코로네이키 올리브로 냉압착 방법을 통해 제작되어 고유한 영양적 특
징과 탁월한 풍미를 유지하면서 우수한 품질의 올리브오일로 생산됩니다. 이야이야 앤 프렌즈가 제공하는 가장 순수
한 형태의 자연의 맛입니다.",
B2204,예스온서큐레이션,,일반식품,542,YesOn Circulation,https://smartstore.naver.com/astrofarmer,껍질을 탈피하고 먹기 편하게 가공 한 한입 고구마 ,아스트로파마 _ 나는 고구마가 필요해,한 입싸이즈 고구마를 먹기 편하게 껍질을 탈피하고 오븐에 구서 급속 냉동한 아이스 고구마,"수입 일반 가공식품 (수입 캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
A7505,우신상사 주식회사,,일반식품,538,"WOOSIN TRADING CO., LTD.",https://woosintrading.com,"우신은 해외 고객들에게 한국식품을 소개하기 위해 2016년 설립되었으며, 지난 7년간 한국 식품산업의 수출을 선도하며 지속적인 성장을 이어왔습니다. 우신의 'K-food Anywhere' 비전에는 우신의 차별화된 서비스와 제품을 통해 전 세계 고객을 만나는 가치가 담겨 있습니다.

글로벌 시장에서의 경험과 선진화된 기업문화를 바탕으로 전 임직원은 더 나은 가치를 제공할 것을 약속드립니다. 또한, 공정하고 투명한 기업문화를 통해 신뢰받는 비즈니스 파트너가 되도록 노력하겠습니다.

앞으로도 최고의 서비스와 제품을 제공할 수 있도록 최선을 다하겠습니다.

감사합니다.",딜리프 오리지날라볶이,"딜리프 오리지날라볶이 매콤달콤한 맛
라볶이는 한국 도시 생활의 에너지를 보여주는 상징적인 음식입니다. 완벽한 간식이자 식사로, 한국의 맛에 호기심이 많은 사람에게 첫 번째로 추천하는 음식입니다.
한국 전통 고추장으로 양념한 ‘오리지널 라볶이’는 매콤달콤한 맛을 선사합니다.
떡볶이와 라면을 함께 즐기고 싶었다면, 떡과 국수가 모두 들어간 특별한 라볶이를 맛보세요!
국수와 떡이 모두 들어 있습니다!
빠르고 간편하게 즐길 수 있습니다!
누구나 쉽게 요리할 수 있습니다!","일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
